date,category,description,amount,type
17-04-2026,Salary,ESP32-02 WiFi Entry,44789.0,Income
20-04-2026,Rent,ESP32-02 WiFi Entry,2827.0,Expense
26-03-2026,Bonus,ESP32-02 WiFi Entry,16536.0,Income
27-03-2026,Shopping,ESP32-Office WiFi Entry,1821.0,Expense
27-02-2026,Travel,ESP32-Office WiFi Entry,3952.0,Expense
09-03-2026,Shopping,ESP32-Office WiFi Entry,897.0,Expense
07-03-2026,Bonus,ESP32-Office WiFi Entry,29143.0,Income
17-03-2026,Bonus,ESP32-Kitchen WiFi Entry,39853.0,Income
28-03-2026,Bills,ESP32-Kitchen WiFi Entry,2865.0,Expense
01-04-2026,Shopping,ESP32-Office WiFi Entry,141.0,Expense
29-03-2026,Rent,ESP32-Kitchen WiFi Entry,785.0,Expense
21-04-2026,Food,ESP32-Kitchen WiFi Entry,1179.0,Expense
04-04-2026,Bills,ESP32-Kitchen WiFi Entry,712.0,Expense
18-03-2026,Investment,ESP32-Home WiFi Entry,38390.0,Income
25-02-2026,Food,ESP32-Office WiFi Entry,1638.0,Expense
05-03-2026,Shopping,ESP32-02 WiFi Entry,4478.0,Expense
29-03-2026,Investment,ESP32-01 WiFi Entry,37976.0,Income
17-03-2026,Rent,ESP32-02 WiFi Entry,3875.0,Expense
06-04-2026,Food,ESP32-Home WiFi Entry,1116.0,Expense
18-03-2026,Bonus,ESP32-02 WiFi Entry,16609.0,Income
21-03-2026,Bonus,ESP32-Office WiFi Entry,32683.0,Income
26-02-2026,Bonus,ESP32-Home WiFi Entry,23033.0,Income
10-03-2026,Salary,ESP32-Kitchen WiFi Entry,12047.0,Income
02-04-2026,Shopping,ESP32-Home WiFi Entry,2886.0,Expense
15-04-2026,Travel,ESP32-01 WiFi Entry,2161.0,Expense
25-02-2026,Rent,ESP32-Office WiFi Entry,58.0,Expense
12-04-2026,Investment,ESP32-01 WiFi Entry,36936.0,Income
27-02-2026,Bills,ESP32-01 WiFi Entry,4588.0,Expense
14-03-2026,Investment,ESP32-02 WiFi Entry,6241.0,Income
17-04-2026,Bills,ESP32-01 WiFi Entry,3433.0,Expense
03-03-2026,Salary,ESP32-Kitchen WiFi Entry,28776.0,Income
23-03-2026,Travel,ESP32-01 WiFi Entry,722.0,Expense
14-04-2026,Bills,ESP32-Home WiFi Entry,4286.0,Expense
03-04-2026,Investment,ESP32-Kitchen WiFi Entry,27797.0,Income
06-03-2026,Salary,ESP32-02 WiFi Entry,12327.0,Income
04-03-2026,Shopping,ESP32-Kitchen WiFi Entry,1762.0,Expense
02-04-2026,Rent,ESP32-01 WiFi Entry,3215.0,Expense
02-04-2026,Shopping,ESP32-Home WiFi Entry,194.0,Expense
03-03-2026,Food,ESP32-Office WiFi Entry,3665.0,Expense
14-03-2026,Food,ESP32-01 WiFi Entry,1564.0,Expense
24-03-2026,Investment,ESP32-Kitchen WiFi Entry,8178.0,Income
14-03-2026,Bonus,ESP32-Home WiFi Entry,42393.0,Income
16-04-2026,Bills,ESP32-01 WiFi Entry,3892.0,Expense
15-04-2026,Investment,ESP32-Kitchen WiFi Entry,37154.0,Income
28-03-2026,Food,ESP32-Office WiFi Entry,161.0,Expense
27-03-2026,Bills,ESP32-02 WiFi Entry,1429.0,Expense
04-04-2026,Investment,ESP32-01 WiFi Entry,21727.0,Income
03-04-2026,Investment,ESP32-02 WiFi Entry,18738.0,Income
06-03-2026,Investment,ESP32-01 WiFi Entry,34390.0,Income
18-04-2026,Investment,ESP32-01 WiFi Entry,48173.0,Income
06-03-2026,Bills,ESP32-Home WiFi Entry,3574.0,Expense
09-03-2026,Bills,ESP32-Kitchen WiFi Entry,102.0,Expense
04-04-2026,Travel,ESP32-Office WiFi Entry,319.0,Expense
14-04-2026,Bonus,ESP32-Kitchen WiFi Entry,28175.0,Income
04-03-2026,Investment,ESP32-Kitchen WiFi Entry,17439.0,Income
13-04-2026,Investment,ESP32-Kitchen WiFi Entry,18019.0,Income
21-02-2026,Investment,ESP32-01 WiFi Entry,11895.0,Income
29-03-2026,Bonus,ESP32-01 WiFi Entry,49032.0,Income
12-03-2026,Rent,ESP32-02 WiFi Entry,4860.0,Expense
02-03-2026,Shopping,ESP32-Office WiFi Entry,978.0,Expense
13-03-2026,Travel,ESP32-Office WiFi Entry,4412.0,Expense
12-03-2026,Shopping,ESP32-Office WiFi Entry,1775.0,Expense
25-03-2026,Bonus,ESP32-Office WiFi Entry,46753.0,Income
20-03-2026,Salary,ESP32-Home WiFi Entry,23069.0,Income
28-02-2026,Bonus,ESP32-Office WiFi Entry,17071.0,Income
13-04-2026,Bonus,ESP32-Kitchen WiFi Entry,31250.0,Income
31-03-2026,Shopping,ESP32-01 WiFi Entry,1984.0,Expense
26-03-2026,Travel,ESP32-Office WiFi Entry,2418.0,Expense
13-04-2026,Bills,ESP32-Kitchen WiFi Entry,3067.0,Expense
06-03-2026,Food,ESP32-Office WiFi Entry,4210.0,Expense
23-03-2026,Rent,ESP32-Home WiFi Entry,3155.0,Expense
02-03-2026,Investment,ESP32-Home WiFi Entry,26542.0,Income
22-04-2026,Investment,ESP32-Kitchen WiFi Entry,18851.0,Income
24-03-2026,Bills,ESP32-01 WiFi Entry,665.0,Expense
23-02-2026,Investment,ESP32-Office WiFi Entry,43647.0,Income
06-03-2026,Investment,ESP32-02 WiFi Entry,49495.0,Income
01-04-2026,Bills,ESP32-02 WiFi Entry,1416.0,Expense
25-02-2026,Rent,ESP32-Office WiFi Entry,1741.0,Expense
15-03-2026,Salary,ESP32-02 WiFi Entry,23663.0,Income
15-04-2026,Salary,ESP32-Home WiFi Entry,37055.0,Income
26-02-2026,Shopping,ESP32-01 WiFi Entry,2661.0,Expense
17-04-2026,Food,ESP32-Office WiFi Entry,2898.0,Expense
01-03-2026,Investment,ESP32-Office WiFi Entry,40021.0,Income
22-02-2026,Investment,ESP32-01 WiFi Entry,41631.0,Income
06-03-2026,Salary,ESP32-Office WiFi Entry,27827.0,Income
06-03-2026,Rent,ESP32-Home WiFi Entry,811.0,Expense
19-03-2026,Bills,ESP32-02 WiFi Entry,3470.0,Expense
18-04-2026,Rent,ESP32-Kitchen WiFi Entry,884.0,Expense
18-04-2026,Bills,ESP32-Office WiFi Entry,2585.0,Expense
08-04-2026,Shopping,ESP32-Home WiFi Entry,3417.0,Expense
15-04-2026,Investment,ESP32-01 WiFi Entry,44100.0,Income
13-04-2026,Travel,ESP32-02 WiFi Entry,4462.0,Expense
12-04-2026,Rent,ESP32-01 WiFi Entry,1417.0,Expense
24-03-2026,Bills,ESP32-Home WiFi Entry,2763.0,Expense
15-03-2026,Rent,ESP32-01 WiFi Entry,928.0,Expense
01-03-2026,Shopping,ESP32-Home WiFi Entry,3820.0,Expense
01-04-2026,Shopping,ESP32-02 WiFi Entry,2937.0,Expense
07-04-2026,Shopping,ESP32-02 WiFi Entry,3115.0,Expense
16-03-2026,Rent,ESP32-01 WiFi Entry,925.0,Expense
25-03-2026,Investment,ESP32-Home WiFi Entry,23548.0,Income
10-04-2026,Travel,ESP32-Office WiFi Entry,2707.0,Expense
14-04-2026,Travel,ESP32-Home WiFi Entry,2039.0,Expense
23-03-2026,Salary,ESP32-01 WiFi Entry,28032.0,Income
20-04-2026,Rent,ESP32-Office WiFi Entry,3149.0,Expense
18-04-2026,Salary,ESP32-Office WiFi Entry,37725.0,Income
26-02-2026,Bills,ESP32-01 WiFi Entry,758.0,Expense
17-03-2026,Travel,ESP32-02 WiFi Entry,2447.0,Expense
28-02-2026,Bonus,ESP32-Home WiFi Entry,48577.0,Income
31-03-2026,Shopping,ESP32-Home WiFi Entry,2867.0,Expense
09-04-2026,Salary,ESP32-Kitchen WiFi Entry,28616.0,Income
28-02-2026,Bills,ESP32-Kitchen WiFi Entry,2302.0,Expense
07-03-2026,Investment,ESP32-Office WiFi Entry,26811.0,Income
27-03-2026,Bills,ESP32-01 WiFi Entry,249.0,Expense
12-04-2026,Rent,ESP32-02 WiFi Entry,2161.0,Expense
12-04-2026,Travel,ESP32-Office WiFi Entry,3570.0,Expense
11-04-2026,Investment,ESP32-02 WiFi Entry,23838.0,Income
12-03-2026,Travel,ESP32-01 WiFi Entry,4676.0,Expense
18-04-2026,Food,ESP32-01 WiFi Entry,1979.0,Expense
27-03-2026,Bonus,ESP32-02 WiFi Entry,6815.0,Income
13-04-2026,Bills,ESP32-Office WiFi Entry,2672.0,Expense
16-04-2026,Food,ESP32-01 WiFi Entry,4953.0,Expense
23-03-2026,Salary,ESP32-Kitchen WiFi Entry,25631.0,Income
17-04-2026,Salary,ESP32-Office WiFi Entry,13193.0,Income
06-04-2026,Rent,ESP32-Home WiFi Entry,2461.0,Expense
02-04-2026,Bills,ESP32-Home WiFi Entry,3140.0,Expense
21-02-2026,Bills,ESP32-01 WiFi Entry,4070.0,Expense
19-03-2026,Investment,ESP32-Office WiFi Entry,49620.0,Income
26-02-2026,Bills,ESP32-02 WiFi Entry,4030.0,Expense
01-03-2026,Food,ESP32-Home WiFi Entry,588.0,Expense
28-03-2026,Food,ESP32-Office WiFi Entry,3190.0,Expense
27-03-2026,Investment,ESP32-Kitchen WiFi Entry,13676.0,Income
02-03-2026,Bonus,ESP32-01 WiFi Entry,30666.0,Income
17-03-2026,Bills,ESP32-Home WiFi Entry,4347.0,Expense
13-03-2026,Bonus,ESP32-01 WiFi Entry,45713.0,Income
25-02-2026,Bonus,ESP32-Kitchen WiFi Entry,40597.0,Income
12-04-2026,Shopping,ESP32-01 WiFi Entry,4715.0,Expense
23-03-2026,Shopping,ESP32-Office WiFi Entry,486.0,Expense
09-04-2026,Food,ESP32-01 WiFi Entry,3846.0,Expense
04-03-2026,Travel,ESP32-Kitchen WiFi Entry,210.0,Expense
25-02-2026,Food,ESP32-Office WiFi Entry,388.0,Expense
16-04-2026,Salary,ESP32-Kitchen WiFi Entry,24893.0,Income
14-03-2026,Shopping,ESP32-Kitchen WiFi Entry,2070.0,Expense
12-03-2026,Bonus,ESP32-Office WiFi Entry,30291.0,Income
10-04-2026,Salary,ESP32-01 WiFi Entry,19495.0,Income
14-03-2026,Bonus,ESP32-02 WiFi Entry,49571.0,Income
14-04-2026,Bills,ESP32-Office WiFi Entry,4600.0,Expense
13-04-2026,Salary,ESP32-Home WiFi Entry,24582.0,Income
20-04-2026,Salary,ESP32-Office WiFi Entry,49500.0,Income
24-02-2026,Salary,ESP32-Office WiFi Entry,23293.0,Income
01-04-2026,Bonus,ESP32-Office WiFi Entry,25722.0,Income
11-03-2026,Salary,ESP32-Office WiFi Entry,20148.0,Income
05-04-2026,Bonus,ESP32-01 WiFi Entry,37196.0,Income
26-03-2026,Bills,ESP32-02 WiFi Entry,691.0,Expense
07-04-2026,Food,ESP32-02 WiFi Entry,3792.0,Expense
15-03-2026,Travel,ESP32-Kitchen WiFi Entry,76.0,Expense
02-04-2026,Food,ESP32-02 WiFi Entry,3698.0,Expense
23-03-2026,Shopping,ESP32-01 WiFi Entry,642.0,Expense
15-03-2026,Food,ESP32-Kitchen WiFi Entry,2588.0,Expense
22-04-2026,Salary,ESP32-Kitchen WiFi Entry,41439.0,Income
15-04-2026,Bonus,ESP32-Home WiFi Entry,38030.0,Income
03-03-2026,Bills,ESP32-01 WiFi Entry,2404.0,Expense
09-04-2026,Salary,ESP32-Office WiFi Entry,48939.0,Income
12-04-2026,Shopping,ESP32-Kitchen WiFi Entry,1217.0,Expense
21-04-2026,Travel,ESP32-Office WiFi Entry,1743.0,Expense
24-03-2026,Bills,ESP32-01 WiFi Entry,2169.0,Expense
20-03-2026,Investment,ESP32-Home WiFi Entry,5871.0,Income
13-03-2026,Food,ESP32-Kitchen WiFi Entry,317.0,Expense
05-04-2026,Shopping,ESP32-02 WiFi Entry,548.0,Expense
01-04-2026,Salary,ESP32-02 WiFi Entry,18669.0,Income
27-02-2026,Travel,ESP32-Home WiFi Entry,2159.0,Expense
27-03-2026,Bills,ESP32-01 WiFi Entry,4483.0,Expense
29-03-2026,Travel,ESP32-01 WiFi Entry,3213.0,Expense
19-04-2026,Bills,ESP32-02 WiFi Entry,1158.0,Expense
25-02-2026,Investment,ESP32-Kitchen WiFi Entry,41625.0,Income
16-04-2026,Rent,ESP32-Office WiFi Entry,2991.0,Expense
23-03-2026,Food,ESP32-01 WiFi Entry,4169.0,Expense
20-04-2026,Travel,ESP32-01 WiFi Entry,4980.0,Expense
21-04-2026,Rent,ESP32-02 WiFi Entry,2953.0,Expense
31-03-2026,Food,ESP32-Home WiFi Entry,1158.0,Expense
21-03-2026,Salary,ESP32-Kitchen WiFi Entry,42579.0,Income
30-03-2026,Bills,ESP32-Office WiFi Entry,850.0,Expense
31-03-2026,Bonus,ESP32-Kitchen WiFi Entry,49515.0,Income
10-04-2026,Bills,ESP32-Kitchen WiFi Entry,3309.0,Expense
26-02-2026,Food,ESP32-02 WiFi Entry,1159.0,Expense
26-02-2026,Travel,ESP32-01 WiFi Entry,885.0,Expense
16-04-2026,Investment,ESP32-Kitchen WiFi Entry,48027.0,Income
21-02-2026,Travel,ESP32-Office WiFi Entry,2285.0,Expense
04-03-2026,Bonus,ESP32-Office WiFi Entry,44484.0,Income
22-04-2026,Salary,ESP32-Home WiFi Entry,22676.0,Income
06-04-2026,Travel,ESP32-02 WiFi Entry,1393.0,Expense
22-03-2026,Food,ESP32-Home WiFi Entry,498.0,Expense
03-03-2026,Food,ESP32-02 WiFi Entry,4139.0,Expense
12-04-2026,Investment,ESP32-Kitchen WiFi Entry,37876.0,Income
27-02-2026,Rent,ESP32-Home WiFi Entry,1536.0,Expense
25-02-2026,Travel,ESP32-Kitchen WiFi Entry,1937.0,Expense
22-02-2026,Food,ESP32-01 WiFi Entry,3893.0,Expense
22-03-2026,Bonus,ESP32-Kitchen WiFi Entry,44532.0,Income
03-04-2026,Food,ESP32-Home WiFi Entry,4336.0,Expense
23-02-2026,Investment,ESP32-01 WiFi Entry,34659.0,Income
25-03-2026,Bills,ESP32-Kitchen WiFi Entry,161.0,Expense
20-04-2026,Travel,ESP32-02 WiFi Entry,1286.0,Expense
06-03-2026,Shopping,ESP32-Office WiFi Entry,161.0,Expense
05-03-2026,Investment,ESP32-Home WiFi Entry,22062.0,Income
16-04-2026,Food,ESP32-Office WiFi Entry,4177.0,Expense
26-02-2026,Bonus,ESP32-01 WiFi Entry,35292.0,Income
10-04-2026,Investment,ESP32-Home WiFi Entry,37705.0,Income
10-04-2026,Investment,ESP32-02 WiFi Entry,30619.0,Income
31-03-2026,Bills,ESP32-Home WiFi Entry,2073.0,Expense
23-03-2026,Bonus,ESP32-Kitchen WiFi Entry,28857.0,Income
24-02-2026,Investment,ESP32-Home WiFi Entry,25027.0,Income
21-02-2026,Bills,ESP32-Office WiFi Entry,4761.0,Expense
05-04-2026,Investment,ESP32-Home WiFi Entry,23570.0,Income
02-03-2026,Bills,ESP32-Home WiFi Entry,3464.0,Expense
21-02-2026,Investment,ESP32-Office WiFi Entry,15098.0,Income
18-03-2026,Rent,ESP32-Kitchen WiFi Entry,3248.0,Expense
07-03-2026,Investment,ESP32-Kitchen WiFi Entry,23011.0,Income
08-04-2026,Food,ESP32-01 WiFi Entry,4478.0,Expense
01-03-2026,Bills,ESP32-02 WiFi Entry,326.0,Expense
09-04-2026,Shopping,ESP32-01 WiFi Entry,886.0,Expense
05-03-2026,Bonus,ESP32-Office WiFi Entry,47733.0,Income
03-04-2026,Travel,ESP32-Kitchen WiFi Entry,4482.0,Expense
23-03-2026,Bills,ESP32-Home WiFi Entry,2360.0,Expense
23-03-2026,Food,ESP32-Office WiFi Entry,300.0,Expense
14-04-2026,Shopping,ESP32-Home WiFi Entry,2314.0,Expense
09-04-2026,Travel,ESP32-Office WiFi Entry,3171.0,Expense
13-04-2026,Travel,ESP32-Home WiFi Entry,4625.0,Expense
07-03-2026,Travel,ESP32-Kitchen WiFi Entry,1323.0,Expense
22-02-2026,Rent,ESP32-Home WiFi Entry,3763.0,Expense
23-02-2026,Salary,ESP32-Home WiFi Entry,31081.0,Income
06-03-2026,Travel,ESP32-Home WiFi Entry,1653.0,Expense
13-04-2026,Salary,ESP32-02 WiFi Entry,24442.0,Income
15-03-2026,Bonus,ESP32-01 WiFi Entry,21723.0,Income
14-04-2026,Bonus,ESP32-Kitchen WiFi Entry,34228.0,Income
26-03-2026,Food,ESP32-02 WiFi Entry,4376.0,Expense
08-04-2026,Rent,ESP32-Kitchen WiFi Entry,2290.0,Expense
22-04-2026,Shopping,ESP32-01 WiFi Entry,1476.0,Expense
06-03-2026,Bonus,ESP32-02 WiFi Entry,23798.0,Income
26-02-2026,Travel,ESP32-Office WiFi Entry,3460.0,Expense
31-03-2026,Food,ESP32-Home WiFi Entry,2399.0,Expense
21-02-2026,Investment,ESP32-02 WiFi Entry,5741.0,Income
25-03-2026,Bills,ESP32-Kitchen WiFi Entry,345.0,Expense
21-04-2026,Travel,ESP32-02 WiFi Entry,1362.0,Expense
31-03-2026,Rent,ESP32-02 WiFi Entry,561.0,Expense
28-02-2026,Travel,ESP32-02 WiFi Entry,2180.0,Expense
24-02-2026,Bonus,ESP32-Office WiFi Entry,21767.0,Income
09-04-2026,Shopping,ESP32-01 WiFi Entry,1745.0,Expense
19-04-2026,Travel,ESP32-Kitchen WiFi Entry,1444.0,Expense
07-03-2026,Investment,ESP32-Kitchen WiFi Entry,20117.0,Income
26-03-2026,Rent,ESP32-Office WiFi Entry,1335.0,Expense
09-03-2026,Food,ESP32-02 WiFi Entry,3860.0,Expense
29-03-2026,Shopping,ESP32-Home WiFi Entry,3640.0,Expense
12-04-2026,Shopping,ESP32-Kitchen WiFi Entry,3133.0,Expense
03-03-2026,Bills,ESP32-Kitchen WiFi Entry,1114.0,Expense
11-04-2026,Bonus,ESP32-02 WiFi Entry,9721.0,Income
23-03-2026,Rent,ESP32-Home WiFi Entry,302.0,Expense
21-03-2026,Investment,ESP32-Kitchen WiFi Entry,46563.0,Income
17-03-2026,Salary,ESP32-Office WiFi Entry,32342.0,Income
06-04-2026,Food,ESP32-02 WiFi Entry,173.0,Expense
21-04-2026,Food,ESP32-Office WiFi Entry,1114.0,Expense
26-03-2026,Bills,ESP32-02 WiFi Entry,2975.0,Expense
31-03-2026,Bonus,ESP32-Kitchen WiFi Entry,48071.0,Income
07-03-2026,Rent,ESP32-Kitchen WiFi Entry,269.0,Expense
31-03-2026,Shopping,ESP32-01 WiFi Entry,4873.0,Expense
19-04-2026,Shopping,ESP32-02 WiFi Entry,3663.0,Expense
23-03-2026,Travel,ESP32-02 WiFi Entry,4008.0,Expense
06-04-2026,Investment,ESP32-Kitchen WiFi Entry,24259.0,Income
15-04-2026,Food,ESP32-02 WiFi Entry,86.0,Expense
30-03-2026,Food,ESP32-Kitchen WiFi Entry,491.0,Expense
21-02-2026,Rent,ESP32-Office WiFi Entry,2325.0,Expense
11-03-2026,Rent,ESP32-Office WiFi Entry,792.0,Expense
10-03-2026,Rent,ESP32-01 WiFi Entry,2991.0,Expense
23-03-2026,Bills,ESP32-Home WiFi Entry,279.0,Expense
03-03-2026,Bills,ESP32-01 WiFi Entry,4874.0,Expense
03-03-2026,Shopping,ESP32-01 WiFi Entry,459.0,Expense
21-03-2026,Bonus,ESP32-Kitchen WiFi Entry,36132.0,Income
16-03-2026,Salary,ESP32-02 WiFi Entry,37478.0,Income
28-02-2026,Investment,ESP32-Home WiFi Entry,9861.0,Income
14-04-2026,Shopping,ESP32-Kitchen WiFi Entry,3297.0,Expense
27-03-2026,Rent,ESP32-Office WiFi Entry,4971.0,Expense
17-04-2026,Shopping,ESP32-Office WiFi Entry,2142.0,Expense
01-03-2026,Bonus,ESP32-Office WiFi Entry,23365.0,Income
23-02-2026,Shopping,ESP32-Home WiFi Entry,670.0,Expense
11-03-2026,Food,ESP32-02 WiFi Entry,4077.0,Expense
26-02-2026,Investment,ESP32-01 WiFi Entry,25544.0,Income
04-04-2026,Salary,ESP32-01 WiFi Entry,35626.0,Income
27-02-2026,Investment,ESP32-02 WiFi Entry,14736.0,Income
12-04-2026,Rent,ESP32-01 WiFi Entry,1342.0,Expense
22-03-2026,Investment,ESP32-02 WiFi Entry,24912.0,Income
06-03-2026,Bonus,ESP32-01 WiFi Entry,30191.0,Income
09-04-2026,Shopping,ESP32-Office WiFi Entry,1865.0,Expense
15-03-2026,Shopping,ESP32-Home WiFi Entry,4500.0,Expense
21-02-2026,Rent,ESP32-01 WiFi Entry,3730.0,Expense
01-03-2026,Bonus,ESP32-Home WiFi Entry,41882.0,Income
31-03-2026,Travel,ESP32-02 WiFi Entry,75.0,Expense
16-04-2026,Bills,ESP32-Office WiFi Entry,4590.0,Expense
07-03-2026,Salary,ESP32-Kitchen WiFi Entry,36820.0,Income
11-04-2026,Investment,ESP32-Home WiFi Entry,46146.0,Income
22-03-2026,Shopping,ESP32-02 WiFi Entry,931.0,Expense
16-03-2026,Salary,ESP32-02 WiFi Entry,48779.0,Income
16-04-2026,Food,ESP32-Kitchen WiFi Entry,559.0,Expense
08-03-2026,Shopping,ESP32-Home WiFi Entry,2229.0,Expense
02-04-2026,Bills,ESP32-Office WiFi Entry,4580.0,Expense
15-03-2026,Shopping,ESP32-Home WiFi Entry,1379.0,Expense
13-03-2026,Shopping,ESP32-Kitchen WiFi Entry,4463.0,Expense
12-04-2026,Shopping,ESP32-Home WiFi Entry,1165.0,Expense
21-03-2026,Travel,ESP32-Home WiFi Entry,2691.0,Expense
29-03-2026,Rent,ESP32-Kitchen WiFi Entry,3963.0,Expense
29-03-2026,Bonus,ESP32-Office WiFi Entry,38883.0,Income
27-03-2026,Bills,ESP32-Kitchen WiFi Entry,411.0,Expense
07-04-2026,Bills,ESP32-01 WiFi Entry,4723.0,Expense
24-02-2026,Investment,ESP32-Kitchen WiFi Entry,31513.0,Income
17-03-2026,Investment,ESP32-Kitchen WiFi Entry,37013.0,Income
04-03-2026,Food,ESP32-01 WiFi Entry,3255.0,Expense
25-03-2026,Rent,ESP32-Office WiFi Entry,673.0,Expense
23-02-2026,Bills,ESP32-Home WiFi Entry,978.0,Expense
19-03-2026,Rent,ESP32-Office WiFi Entry,2095.0,Expense
20-04-2026,Shopping,ESP32-Kitchen WiFi Entry,4769.0,Expense
22-04-2026,Shopping,ESP32-Kitchen WiFi Entry,3728.0,Expense
03-03-2026,Investment,ESP32-Home WiFi Entry,34520.0,Income
06-03-2026,Shopping,ESP32-Home WiFi Entry,3505.0,Expense
21-02-2026,Rent,ESP32-Home WiFi Entry,4734.0,Expense
30-03-2026,Salary,ESP32-Kitchen WiFi Entry,26991.0,Income
09-03-2026,Salary,ESP32-Kitchen WiFi Entry,15721.0,Income
04-04-2026,Travel,ESP32-Home WiFi Entry,1615.0,Expense
22-02-2026,Food,ESP32-Home WiFi Entry,4439.0,Expense
09-04-2026,Bonus,ESP32-Kitchen WiFi Entry,20444.0,Income
14-03-2026,Rent,ESP32-Kitchen WiFi Entry,1684.0,Expense
03-03-2026,Bonus,ESP32-02 WiFi Entry,6367.0,Income
05-04-2026,Bonus,ESP32-Kitchen WiFi Entry,24307.0,Income
31-03-2026,Salary,ESP32-Office WiFi Entry,21705.0,Income
12-03-2026,Rent,ESP32-01 WiFi Entry,1229.0,Expense
09-04-2026,Rent,ESP32-Home WiFi Entry,2279.0,Expense
10-03-2026,Salary,ESP32-Office WiFi Entry,18980.0,Income
25-03-2026,Travel,ESP32-Office WiFi Entry,3021.0,Expense
21-04-2026,Travel,ESP32-Kitchen WiFi Entry,2098.0,Expense
11-03-2026,Travel,ESP32-Office WiFi Entry,2172.0,Expense
15-03-2026,Bonus,ESP32-Office WiFi Entry,23591.0,Income
04-04-2026,Rent,ESP32-Home WiFi Entry,858.0,Expense
17-04-2026,Travel,ESP32-01 WiFi Entry,4759.0,Expense
03-04-2026,Travel,ESP32-02 WiFi Entry,4495.0,Expense
25-03-2026,Bonus,ESP32-Office WiFi Entry,35175.0,Income
03-03-2026,Investment,ESP32-02 WiFi Entry,11073.0,Income
25-03-2026,Rent,ESP32-02 WiFi Entry,3729.0,Expense
14-03-2026,Food,ESP32-01 WiFi Entry,1298.0,Expense
10-04-2026,Shopping,ESP32-Home WiFi Entry,4565.0,Expense
16-03-2026,Bills,ESP32-Home WiFi Entry,182.0,Expense
07-03-2026,Bonus,ESP32-Office WiFi Entry,14388.0,Income
11-03-2026,Bonus,ESP32-Home WiFi Entry,27374.0,Income
20-04-2026,Investment,ESP32-Kitchen WiFi Entry,6517.0,Income
24-03-2026,Travel,ESP32-Kitchen WiFi Entry,2286.0,Expense
07-03-2026,Bonus,ESP32-Kitchen WiFi Entry,11567.0,Income
10-03-2026,Food,ESP32-01 WiFi Entry,3333.0,Expense
06-03-2026,Rent,ESP32-Home WiFi Entry,2520.0,Expense
28-03-2026,Bonus,ESP32-Kitchen WiFi Entry,30335.0,Income
15-03-2026,Food,ESP32-Office WiFi Entry,400.0,Expense
09-03-2026,Investment,ESP32-Office WiFi Entry,35129.0,Income
21-02-2026,Bills,ESP32-Kitchen WiFi Entry,1899.0,Expense
20-04-2026,Salary,ESP32-02 WiFi Entry,46240.0,Income
09-04-2026,Travel,ESP32-02 WiFi Entry,2299.0,Expense
27-03-2026,Bills,ESP32-Office WiFi Entry,3158.0,Expense
21-03-2026,Shopping,ESP32-Office WiFi Entry,1325.0,Expense
08-03-2026,Investment,ESP32-Home WiFi Entry,12989.0,Income
04-04-2026,Investment,ESP32-Office WiFi Entry,44537.0,Income
30-03-2026,Investment,ESP32-Kitchen WiFi Entry,45289.0,Income
06-04-2026,Food,ESP32-02 WiFi Entry,2976.0,Expense
30-03-2026,Rent,ESP32-Home WiFi Entry,274.0,Expense
23-02-2026,Rent,ESP32-02 WiFi Entry,2423.0,Expense
02-03-2026,Shopping,ESP32-02 WiFi Entry,1800.0,Expense
15-04-2026,Food,ESP32-02 WiFi Entry,1983.0,Expense
14-03-2026,Rent,ESP32-02 WiFi Entry,4666.0,Expense
14-03-2026,Travel,ESP32-Office WiFi Entry,2565.0,Expense
11-04-2026,Food,ESP32-Office WiFi Entry,1792.0,Expense
11-03-2026,Salary,ESP32-Office WiFi Entry,35969.0,Income
05-04-2026,Rent,ESP32-Office WiFi Entry,951.0,Expense
03-04-2026,Salary,ESP32-01 WiFi Entry,20157.0,Income
09-04-2026,Food,ESP32-Home WiFi Entry,516.0,Expense
19-04-2026,Travel,ESP32-02 WiFi Entry,926.0,Expense
31-03-2026,Rent,ESP32-02 WiFi Entry,1569.0,Expense
22-03-2026,Travel,ESP32-Home WiFi Entry,159.0,Expense
04-04-2026,Travel,ESP32-Home WiFi Entry,1865.0,Expense
17-03-2026,Travel,ESP32-Home WiFi Entry,2304.0,Expense
15-04-2026,Bills,ESP32-02 WiFi Entry,2939.0,Expense
11-04-2026,Food,ESP32-02 WiFi Entry,256.0,Expense
02-03-2026,Bills,ESP32-Home WiFi Entry,593.0,Expense
11-04-2026,Rent,ESP32-Home WiFi Entry,2701.0,Expense
03-03-2026,Shopping,ESP32-Office WiFi Entry,4939.0,Expense
09-03-2026,Travel,ESP32-01 WiFi Entry,1310.0,Expense
04-04-2026,Bonus,ESP32-Kitchen WiFi Entry,49476.0,Income
14-03-2026,Bills,ESP32-Home WiFi Entry,1851.0,Expense
30-03-2026,Shopping,ESP32-Kitchen WiFi Entry,837.0,Expense
03-04-2026,Travel,ESP32-Home WiFi Entry,622.0,Expense
22-03-2026,Bonus,ESP32-Kitchen WiFi Entry,17256.0,Income
23-03-2026,Rent,ESP32-01 WiFi Entry,4248.0,Expense
09-03-2026,Travel,ESP32-01 WiFi Entry,1720.0,Expense
17-04-2026,Investment,ESP32-Kitchen WiFi Entry,21647.0,Income
09-04-2026,Shopping,ESP32-Kitchen WiFi Entry,3627.0,Expense
